,name,hand,country,birthday,rank,winner,sets,total_pts,service_pts,return_pts,aces,bp_saved,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per,round,date,avg_minutes_game,avg_seconds_point,avg_minutes_set,tournament,year,match_minutes
14220,Philipp Petzschner,R,GER,1984-03-24,57.0,False,2.0,142.0,76.0,66.0,14.0,7.0,34.0,32.0,72.0,7.0,0.5581395348837209,1st Round,2011-01-18,4.33,39.7,39.0,Australian Open,2011,195.0
14221,Jo Wilfried Tsonga,R,FRA,1985-04-17,13.0,True,3.0,153.0,100.0,53.0,11.0,13.0,20.0,33.0,109.0,5.0,0.6566265060240963,1st Round,2011-01-18,4.33,39.7,39.0,Australian Open,2011,195.0
14222,Philipp Petzschner,R,GER,1984-03-24,102.0,False,0.0,54.0,40.0,14.0,0.0,5.0,4.0,10.0,48.0,6.0,0.5581395348837209,1st Round,2013-05-27,3.83,37.8,30.7,French Open,2013,92.0
14223,Marin Cilic,R,CRO,1988-09-28,11.0,True,3.0,92.0,46.0,46.0,5.0,1.0,21.0,25.0,30.0,1.0,0.5,1st Round,2013-05-27,3.83,37.8,30.7,French Open,2013,92.0
14224,Philipp Petzschner,R,GER,1984-03-24,39.0,False,2.0,182.0,118.0,64.0,12.0,12.0,31.0,33.0,100.0,3.0,0.5376344086021505,1st Round,2010-05-24,3.96,36.5,45.2,French Open,2010,226.0
14225,Carsten Ball,L,AUS,1987-06-20,132.0,True,3.0,189.0,121.0,68.0,14.0,6.0,28.0,40.0,117.0,6.0,0.6324324324324324,1st Round,2010-05-24,3.96,36.5,45.2,French Open,2010,226.0
14226,Philipp Petzschner,R,GER,1984-03-24,163.0,False,1.0,91.0,56.0,35.0,10.0,5.0,15.0,20.0,42.0,5.0,0.4615384615384615,1st Round,2013-08-27,4.71,41.5,66.0,US Open,2013,132.0
14227,Jack Sock,R,USA,1992-09-24,86.0,True,1.0,100.0,65.0,35.0,6.0,5.0,13.0,22.0,51.0,8.0,0.51,1st Round,2013-08-27,4.71,41.5,66.0,US Open,2013,132.0
14228,Philipp Petzschner,R,GER,1984-03-24,106.0,False,2.0,150.0,103.0,47.0,17.0,11.0,18.0,29.0,90.0,5.0,0.5521472392638037,2nd Round,2012-08-30,3.75,38.8,39.8,US Open,2012,199.0
14229,Nicolas Almagro,R,ESP,1985-08-21,12.0,True,3.0,158.0,98.0,60.0,12.0,5.0,22.0,38.0,76.0,6.0,0.5241379310344828,2nd Round,2012-08-30,3.75,38.8,39.8,US Open,2012,199.0
14230,Philipp Petzschner,R,GER,1984-03-24,67.0,False,1.0,86.0,57.0,29.0,10.0,5.0,16.0,13.0,41.0,5.0,0.4659090909090909,2nd Round,2011-01-09,4.03,42.7,33.3,US Open,2011,133.0
14231,Janko Tipsarevic,R,SRB,1984-06-22,20.0,True,3.0,101.0,70.0,31.0,12.0,4.0,7.0,24.0,57.0,5.0,0.5757575757575758,2nd Round,2011-01-09,4.03,42.7,33.3,US Open,2011,133.0
14232,Philipp Petzschner,R,GER,1984-03-24,52.0,False,0.0,97.0,68.0,29.0,6.0,8.0,17.0,12.0,66.0,3.0,0.5945945945945946,2nd Round,2010-03-09,4.33,40.5,47.7,US Open,2010,143.0
14233,Novak Djokovic,R,SRB,1987-05-22,3.0,True,3.0,115.0,72.0,43.0,4.0,4.0,21.0,22.0,70.0,8.0,0.693069306930693,2nd Round,2010-03-09,4.33,40.5,47.7,US Open,2010,143.0
14234,Philipp Petzschner,R,GER,1984-03-24,67.0,False,1.0,150.0,81.0,69.0,6.0,6.0,28.0,41.0,85.0,3.0,0.6640625,1st Round,2011-06-21,4.85,39.2,48.5,Wimbledon,2011,194.0
14235,Robin Soderling,R,SWE,1984-08-14,5.0,True,3.0,147.0,100.0,47.0,8.0,16.0,24.0,23.0,97.0,6.0,0.5739644970414202,1st Round,2011-06-21,4.85,39.2,48.5,Wimbledon,2011,194.0
14236,Philipp Petzschner,R,GER,1984-03-24,41.0,False,2.0,145.0,108.0,37.0,25.0,10.0,19.0,18.0,101.0,3.0,0.6011904761904762,3rd Round,2010-06-26,4.59,43.5,45.0,Wimbledon,2010,225.0
14237,Rafael Nadal,L,ESP,1986-06-03,1.0,True,3.0,165.0,105.0,60.0,12.0,1.0,22.0,38.0,96.0,1.0,0.676056338028169,3rd Round,2010-06-26,4.59,43.5,45.0,Wimbledon,2010,225.0
14238,Philipp Petzschner,R,GER,1984-03-24,118.0,False,2.0,149.0,98.0,51.0,12.0,10.0,25.0,26.0,74.0,8.0,0.4900662251655629,2nd Round,2008-06-25,4.15,38.4,39.8,Wimbledon,2008,199.0
14239,Mario Ancic,R,CRO,1984-03-30,43.0,True,3.0,162.0,109.0,53.0,20.0,6.0,13.0,40.0,101.0,4.0,0.63125,2nd Round,2008-06-25,4.15,38.4,39.8,Wimbledon,2008,199.0
14240,Juan Monaco,R,ARG,1984-03-29,33.0,True,3.0,113.0,61.0,52.0,3.0,7.0,23.0,29.0,64.0,1.0,0.6597938144329897,1st Round,2010-01-19,4.82,40.5,45.0,Australian Open,2010,135.0
14241,Ernests Gulbis,R,LAT,1988-08-30,82.0,False,0.0,87.0,51.0,36.0,8.0,11.0,20.0,16.0,56.0,7.0,0.5436893203883495,1st Round,2010-01-19,4.82,40.5,45.0,Australian Open,2010,135.0
14242,Juan Monaco,R,ARG,1984-03-29,92.0,True,3.0,130.0,78.0,52.0,1.0,9.0,23.0,29.0,98.0,1.0,0.784,1st Round,2016-05-24,4.0,39.0,40.0,French Open,2016,160.0
14243,Denis Istomin,R,UZB,1986-09-07,64.0,False,1.0,116.0,69.0,47.0,8.0,6.0,33.0,14.0,79.0,2.0,0.6528925619834711,1st Round,2016-05-24,4.0,39.0,40.0,French Open,2016,160.0
14244,Juan Monaco,R,ARG,1984-03-29,35.0,True,3.0,163.0,88.0,75.0,0.0,4.0,38.0,37.0,103.0,1.0,0.762962962962963,1st Round,2015-05-25,4.43,41.6,41.6,French Open,2015,208.0
14245,Federico Delbonis,L,ARG,1990-10-05,82.0,False,2.0,137.0,90.0,47.0,4.0,12.0,35.0,12.0,106.0,8.0,0.6424242424242425,1st Round,2015-05-25,4.43,41.6,41.6,French Open,2015,208.0
14246,Juan Monaco,R,ARG,1984-03-29,76.0,True,3.0,91.0,48.0,43.0,0.0,8.0,27.0,16.0,60.0,3.0,0.759493670886076,1st Round,2014-05-27,3.85,38.2,33.3,French Open,2014,100.0
14247,Lucas Pouille,R,FRA,1994-02-23,190.0,False,0.0,66.0,35.0,31.0,2.0,4.0,21.0,10.0,54.0,0.0,0.6923076923076923,1st Round,2014-05-27,3.85,38.2,33.3,French Open,2014,100.0
14248,Juan Monaco,R,ARG,1984-03-29,15.0,True,3.0,137.0,73.0,64.0,5.0,5.0,33.0,31.0,81.0,2.0,0.7297297297297297,1st Round,2012-05-29,5.53,47.8,49.8,French Open,2012,199.0
14249,Guillaume Rufin,R,FRA,1990-05-26,150.0,False,1.0,113.0,75.0,38.0,5.0,13.0,25.0,13.0,81.0,3.0,0.5827338129496403,1st Round,2012-05-29,5.53,47.8,49.8,French Open,2012,199.0
14250,Juan Monaco,R,ARG,1984-03-29,15.0,True,3.0,115.0,73.0,42.0,1.0,0.0,15.0,27.0,71.0,0.0,0.8160919540229885,2nd Round,2012-05-31,4.33,39.4,43.3,French Open,2012,130.0
14251,Lukas Rosol,R,CZE,1985-07-24,79.0,False,0.0,83.0,69.0,14.0,9.0,2.0,12.0,2.0,61.0,4.0,0.5495495495495496,2nd Round,2012-05-31,4.33,39.4,43.3,French Open,2012,130.0
14252,Juan Monaco,R,ARG,1984-03-29,15.0,True,3.0,192.0,132.0,60.0,5.0,8.0,20.0,40.0,149.0,0.0,0.7760416666666666,3rd Round,2012-02-06,5.25,44.6,54.6,French Open,2012,273.0
14253,Milos Raonic,R,CAN,1990-12-27,22.0,False,2.0,175.0,115.0,60.0,26.0,13.0,42.0,18.0,95.0,5.0,0.5428571428571428,3rd Round,2012-02-06,5.25,44.6,54.6,French Open,2012,273.0
14254,Juan Monaco,R,ARG,1984-03-29,68.0,True,3.0,93.0,55.0,38.0,2.0,1.0,13.0,25.0,63.0,1.0,0.7590361445783133,1st Round,2009-05-26,4.3,42.2,38.7,French Open,2009,116.0
14255,Marcos Baghdatis,R,CYP,1985-06-17,82.0,False,0.0,72.0,44.0,28.0,4.0,5.0,22.0,6.0,37.0,2.0,0.4512195121951219,1st Round,2009-05-26,4.3,42.2,38.7,French Open,2009,116.0
14256,Juan Monaco,R,ARG,1984-03-29,35.0,True,2.0,131.0,79.0,52.0,2.0,4.0,29.0,23.0,83.0,4.0,0.6974789915966386,1st Round,2007-05-29,3.74,38.0,31.4,French Open,2007,157.0
14257,Fabio Fognini,R,ITA,1987-05-24,191.0,False,2.0,117.0,77.0,40.0,5.0,11.0,26.0,14.0,86.0,5.0,0.6666666666666666,1st Round,2007-05-29,3.74,38.0,31.4,French Open,2007,157.0
14258,Juan Monaco,R,ARG,1984-03-29,23.0,True,3.0,135.0,82.0,53.0,6.0,9.0,28.0,25.0,80.0,6.0,0.6015037593984962,2nd Round,2007-08-31,3.97,36.4,37.8,US Open,2007,151.0
14259,Dudi Sela,R,ISR,1985-04-04,118.0,False,1.0,114.0,63.0,51.0,3.0,5.0,31.0,20.0,72.0,5.0,0.6206896551724138,2nd Round,2007-08-31,3.97,36.4,37.8,US Open,2007,151.0
14260,Juan Monaco,R,ARG,1984-03-29,97.0,True,3.0,139.0,88.0,51.0,9.0,14.0,26.0,25.0,104.0,4.0,0.7027027027027027,1st Round,2016-06-28,4.28,37.8,41.8,Wimbledon,2016,167.0
14261,Taro Daniel,R,JPN,1993-01-27,114.0,False,1.0,126.0,66.0,60.0,4.0,3.0,36.0,24.0,67.0,4.0,0.5726495726495726,1st Round,2016-06-28,4.28,37.8,41.8,Wimbledon,2016,167.0
14262,Juan Monaco,R,ARG,1984-03-29,14.0,True,3.0,113.0,79.0,34.0,3.0,1.0,16.0,18.0,73.0,7.0,0.7227722772277227,1st Round,2012-06-25,4.53,43.4,51.3,Wimbledon,2012,154.0
14263,Leonardo Mayer,R,ARG,1987-05-15,61.0,False,0.0,100.0,78.0,22.0,6.0,1.0,8.0,14.0,73.0,4.0,0.6517857142857143,1st Round,2012-06-25,4.53,43.4,51.3,Wimbledon,2012,154.0
14264,Juan Monaco,R,ARG,1984-03-29,14.0,True,3.0,112.0,74.0,38.0,2.0,0.0,21.0,17.0,69.0,5.0,0.6571428571428571,2nd Round,2012-06-27,4.03,42.3,38.3,Wimbledon,2012,153.0
14265,Jeremy Chardy,R,FRA,1987-02-12,57.0,False,1.0,105.0,74.0,31.0,17.0,4.0,18.0,13.0,73.0,1.0,0.6517857142857143,2nd Round,2012-06-27,4.03,42.3,38.3,Wimbledon,2012,153.0
14266,Juan Monaco,R,ARG,1984-03-29,63.0,False,1.0,94.0,66.0,28.0,7.0,12.0,13.0,15.0,80.0,2.0,0.64,1st Round,2015-01-19,4.24,40.2,36.0,Australian Open,2015,144.0
14267,Simone Bolelli,R,ITA,1985-10-08,48.0,True,3.0,121.0,62.0,59.0,4.0,4.0,35.0,24.0,54.0,2.0,0.6,1st Round,2015-01-19,4.24,40.2,36.0,Australian Open,2015,144.0
14268,Juan Monaco,R,ARG,1984-03-29,42.0,False,1.0,128.0,75.0,53.0,0.0,2.0,17.0,36.0,84.0,4.0,0.7567567567567568,1st Round,2014-01-13,5.11,44.5,47.3,Australian Open,2014,189.0
14269,Ernests Gulbis,R,LAT,1988-08-30,24.0,True,3.0,127.0,91.0,36.0,17.0,9.0,21.0,15.0,76.0,11.0,0.5277777777777778,1st Round,2014-01-13,5.11,44.5,47.3,Australian Open,2014,189.0
14270,Juan Monaco,R,ARG,1984-03-29,12.0,False,0.0,72.0,30.0,42.0,1.0,6.0,17.0,25.0,46.0,3.0,0.6133333333333333,1st Round,2013-01-14,4.42,39.7,38.3,Australian Open,2013,115.0
14271,Andrey Kuznetsov,R,RUS,1991-02-22,79.0,True,3.0,102.0,57.0,45.0,5.0,8.0,30.0,15.0,53.0,7.0,0.5353535353535354,1st Round,2013-01-14,4.42,39.7,38.3,Australian Open,2013,115.0
14272,Juan Monaco,R,ARG,1984-03-29,28.0,False,1.0,127.0,66.0,61.0,2.0,8.0,35.0,26.0,84.0,2.0,0.6942148760330579,2nd Round,2011-01-19,4.97,41.0,46.0,Australian Open,2011,184.0
14273,Robin Haase,R,NED,1987-04-06,62.0,True,3.0,142.0,87.0,55.0,9.0,12.0,35.0,20.0,99.0,3.0,0.668918918918919,2nd Round,2011-01-19,4.97,41.0,46.0,Australian Open,2011,184.0
14274,Juan Monaco,R,ARG,1984-03-29,49.0,False,0.0,54.0,36.0,18.0,1.0,3.0,5.0,13.0,47.0,2.0,0.6351351351351351,1st Round,2009-01-20,3.81,42.4,33.0,Australian Open,2009,99.0
14275,Jo Wilfried Tsonga,R,FRA,1985-04-17,7.0,True,3.0,86.0,48.0,38.0,5.0,1.0,22.0,16.0,32.0,2.0,0.4848484848484848,1st Round,2009-01-20,3.81,42.4,33.0,Australian Open,2009,99.0
14276,Juan Monaco,R,ARG,1984-03-29,23.0,False,1.0,116.0,78.0,38.0,10.0,4.0,20.0,18.0,95.0,2.0,0.7307692307692307,3rd Round,2008-01-19,4.03,37.3,38.3,Australian Open,2008,153.0
14277,Tomas Berdych,R,CZE,1985-09-17,13.0,True,3.0,130.0,78.0,52.0,15.0,3.0,32.0,20.0,83.0,7.0,0.7155172413793104,3rd Round,2008-01-19,4.03,37.3,38.3,Australian Open,2008,153.0
14278,Juan Monaco,R,ARG,1984-03-29,35.0,False,0.0,69.0,47.0,22.0,3.0,3.0,11.0,11.0,58.0,3.0,0.6987951807228916,2nd Round,2015-05-27,3.89,37.3,35.0,French Open,2015,105.0
14279,Teymuraz Gabashvili,R,RUS,1985-05-23,74.0,True,3.0,100.0,64.0,36.0,5.0,11.0,26.0,10.0,56.0,1.0,0.6511627906976745,2nd Round,2015-05-27,3.89,37.3,35.0,French Open,2015,105.0
14280,Juan Monaco,R,ARG,1984-03-29,17.0,False,2.0,174.0,107.0,67.0,2.0,5.0,28.0,39.0,132.0,1.0,0.7764705882352941,1st Round,2013-05-27,4.33,38.5,45.0,French Open,2013,225.0
14281,Daniel Gimeno Traver,R,ESP,1985-08-07,49.0,True,3.0,177.0,114.0,63.0,12.0,12.0,47.0,16.0,95.0,5.0,0.5248618784530387,1st Round,2013-05-27,4.33,38.5,45.0,French Open,2013,225.0
14282,Juan Monaco,R,ARG,1984-03-29,15.0,False,0.0,43.0,24.0,19.0,0.0,2.0,14.0,5.0,44.0,0.0,0.7213114754098361,4th Round,2012-04-06,5.3,50.5,35.3,French Open,2012,106.0
14283,Rafael Nadal,L,ESP,1986-06-03,2.0,True,3.0,83.0,46.0,37.0,2.0,2.0,23.0,14.0,45.0,0.0,0.6923076923076923,4th Round,2012-04-06,5.3,50.5,35.3,French Open,2012,106.0
14284,Juan Monaco,R,ARG,1984-03-29,25.0,False,1.0,137.0,84.0,53.0,8.0,4.0,23.0,30.0,87.0,4.0,0.696,1st Round,2010-05-25,4.29,38.8,45.0,French Open,2010,180.0
14285,Grega Zemlja,R,SLO,1986-09-29,141.0,True,3.0,141.0,100.0,41.0,14.0,15.0,24.0,17.0,96.0,6.0,0.6274509803921569,1st Round,2010-05-25,4.29,38.8,45.0,French Open,2010,180.0
14286,Juan Monaco,R,ARG,1984-03-29,68.0,False,1.0,126.0,81.0,45.0,1.0,8.0,17.0,28.0,100.0,0.0,0.78125,2nd Round,2009-05-28,4.85,43.3,47.3,French Open,2009,189.0
14287,Jo Wilfried Tsonga,R,FRA,1985-04-17,9.0,True,3.0,136.0,89.0,47.0,11.0,12.0,38.0,9.0,85.0,2.0,0.6343283582089553,2nd Round,2009-05-28,4.85,43.3,47.3,French Open,2009,189.0
14288,Juan Monaco,R,ARG,1984-03-29,16.0,False,0.0,65.0,46.0,19.0,3.0,3.0,8.0,11.0,62.0,0.0,0.6888888888888889,1st Round,2008-05-27,4.25,38.5,34.0,French Open,2008,102.0
14289,Robin Soderling,R,SWE,1984-08-14,44.0,True,3.0,94.0,50.0,44.0,9.0,2.0,28.0,16.0,41.0,0.0,0.5942028985507246,1st Round,2008-05-27,4.25,38.5,34.0,French Open,2008,102.0
14290,Juan Monaco,R,ARG,1984-03-29,94.0,False,0.0,108.0,67.0,41.0,4.0,8.0,15.0,26.0,80.0,3.0,0.7017543859649122,1st Round,2016-08-30,4.91,43.4,55.7,US Open,2016,167.0
14291,Marcel Granollers,R,ESP,1986-04-12,45.0,True,3.0,123.0,76.0,47.0,4.0,5.0,27.0,20.0,60.0,2.0,0.5128205128205128,1st Round,2016-08-30,4.91,43.4,55.7,US Open,2016,167.0
14292,Juan Monaco,R,ARG,1984-03-29,99.0,False,1.0,115.0,72.0,43.0,6.0,4.0,18.0,25.0,84.0,5.0,0.7241379310344828,1st Round,2014-08-25,4.34,40.1,41.3,US Open,2014,165.0
14293,Jo Wilfried Tsonga,R,FRA,1985-04-17,10.0,True,3.0,132.0,88.0,44.0,21.0,11.0,30.0,14.0,72.0,5.0,0.549618320610687,1st Round,2014-08-25,4.34,40.1,41.3,US Open,2014,165.0
14294,Juan Monaco,R,ARG,1984-03-29,32.0,False,0.0,80.0,57.0,23.0,5.0,3.0,11.0,12.0,64.0,5.0,0.6530612244897959,1st Round,2010-08-31,4.07,39.3,39.3,US Open,2010,118.0
14295,Peter Polansky,R,CAN,1988-06-15,205.0,True,3.0,100.0,59.0,41.0,11.0,4.0,22.0,19.0,48.0,3.0,0.5853658536585366,1st Round,2010-08-31,4.07,39.3,39.3,US Open,2010,118.0
14296,Juan Monaco,R,ARG,1984-03-29,41.0,False,0.0,65.0,49.0,16.0,0.0,7.0,8.0,8.0,74.0,0.0,0.7326732673267327,1st Round,2009-02-09,5.0,45.2,41.7,US Open,2009,125.0
14297,Juan Martin Del Potro,R,ARG,1988-09-23,6.0,True,3.0,101.0,49.0,52.0,7.0,2.0,37.0,15.0,37.0,2.0,0.5692307692307692,1st Round,2009-02-09,5.0,45.2,41.7,US Open,2009,125.0
14298,Juan Monaco,R,ARG,1984-03-29,32.0,False,1.0,115.0,64.0,51.0,3.0,7.0,16.0,35.0,83.0,4.0,0.7217391304347827,1st Round,2008-08-25,4.81,41.4,43.3,US Open,2008,173.0
14299,Kei Nishikori,R,JPN,1989-12-29,126.0,True,3.0,136.0,85.0,51.0,3.0,9.0,37.0,14.0,71.0,9.0,0.5220588235294118,1st Round,2008-08-25,4.81,41.4,43.3,US Open,2008,173.0
14300,Juan Monaco,R,ARG,1984-03-29,23.0,False,1.0,139.0,85.0,54.0,3.0,8.0,18.0,36.0,87.0,6.0,0.6,4th Round,2007-04-09,5.37,46.7,57.8,US Open,2007,231.0
14301,Novak Djokovic,R,SRB,1987-05-22,3.0,True,3.0,158.0,98.0,60.0,14.0,5.0,30.0,30.0,87.0,6.0,0.5723684210526315,4th Round,2007-04-09,5.37,46.7,57.8,US Open,2007,231.0
14302,Juan Monaco,R,ARG,1984-03-29,97.0,False,0.0,62.0,43.0,19.0,1.0,8.0,10.0,9.0,60.0,1.0,0.75,2nd Round,2016-01-07,3.15,32.4,27.3,Wimbledon,2016,82.0
14303,Jo Wilfried Tsonga,R,FRA,1985-04-17,12.0,True,3.0,90.0,53.0,37.0,8.0,3.0,27.0,10.0,52.0,1.0,0.7222222222222222,2nd Round,2016-01-07,3.15,32.4,27.3,Wimbledon,2016,82.0
14304,Juan Monaco,R,ARG,1984-03-29,35.0,False,0.0,86.0,62.0,24.0,5.0,1.0,13.0,11.0,66.0,0.0,0.7415730337078652,2nd Round,2015-01-07,0.0,0.0,0.0,Wimbledon,2015,0.0
14305,Nick Kyrgios,R,AUS,1995-04-27,29.0,True,3.0,100.0,73.0,27.0,16.0,0.0,20.0,7.0,69.0,4.0,0.711340206185567,2nd Round,2015-01-07,0.0,0.0,0.0,Wimbledon,2015,0.0
14306,Juan Monaco,R,ARG,1984-03-29,20.0,False,0.0,103.0,69.0,34.0,1.0,8.0,20.0,14.0,76.0,1.0,0.6972477064220184,3rd Round,2013-06-29,4.06,35.9,43.3,Wimbledon,2013,130.0
14307,Kenny De Schepper,L,FRA,1987-05-29,80.0,True,3.0,114.0,74.0,40.0,9.0,4.0,26.0,14.0,82.0,2.0,0.7592592592592593,3rd Round,2013-06-29,4.06,35.9,43.3,Wimbledon,2013,130.0
14308,Juan Monaco,R,ARG,1984-03-29,14.0,False,0.0,105.0,63.0,42.0,0.0,7.0,10.0,32.0,78.0,2.0,0.6782608695652174,3rd Round,2012-06-29,4.79,41.2,52.7,Wimbledon,2012,158.0
14309,Viktor Troicki,R,SRB,1986-02-10,34.0,True,3.0,125.0,73.0,52.0,13.0,6.0,32.0,20.0,64.0,9.0,0.5565217391304348,3rd Round,2012-06-29,4.79,41.2,52.7,Wimbledon,2012,158.0
14310,Juan Monaco,R,ARG,1984-03-29,69.0,False,2.0,200.0,140.0,60.0,13.0,18.0,23.0,37.0,141.0,8.0,0.6778846153846154,1st Round,2009-06-22,3.98,35.3,47.8,Wimbledon,2009,239.0
14311,Nicolas Almagro,R,ESP,1985-08-21,48.0,True,3.0,206.0,138.0,68.0,33.0,9.0,34.0,34.0,114.0,13.0,0.5757575757575758,1st Round,2009-06-22,3.98,35.3,47.8,Wimbledon,2009,239.0
14312,Juan Monaco,R,ARG,1984-03-29,68.0,False,0.0,87.0,62.0,25.0,4.0,7.0,12.0,13.0,63.0,5.0,0.6494845360824743,1st Round,2005-06-21,3.77,35.5,37.7,Wimbledon,2005,113.0
14313,Novak Djokovic,R,SRB,1987-05-22,128.0,True,3.0,104.0,69.0,35.0,2.0,2.0,19.0,16.0,65.0,5.0,0.6914893617021277,1st Round,2005-06-21,3.77,35.5,37.7,Wimbledon,2005,113.0
14314,Mario Ancic,R,CRO,1984-03-30,36.0,True,3.0,128.0,77.0,51.0,12.0,0.0,31.0,20.0,74.0,2.0,0.6851851851851852,1st Round,2009-01-20,4.35,43.7,43.5,Australian Open,2009,174.0
14315,Wayne Odesnik,L,USA,1985-11-21,115.0,False,1.0,111.0,80.0,31.0,1.0,6.0,16.0,15.0,87.0,4.0,0.6641221374045801,1st Round,2009-01-20,4.35,43.7,43.5,Australian Open,2009,174.0
14316,Mario Ancic,R,CRO,1984-03-30,10.0,True,3.0,100.0,54.0,46.0,7.0,2.0,22.0,24.0,44.0,4.0,0.6376811594202898,1st Round,2007-01-15,4.26,41.1,38.3,Australian Open,2007,115.0
14317,Go Soeda,R,JPN,1984-09-05,188.0,False,0.0,68.0,53.0,15.0,0.0,8.0,4.0,11.0,55.0,5.0,0.5555555555555556,1st Round,2007-01-15,4.26,41.1,38.3,Australian Open,2007,115.0
14318,Mario Ancic,R,CRO,1984-03-30,10.0,True,3.0,127.0,85.0,42.0,21.0,2.0,15.0,27.0,75.0,3.0,0.6578947368421053,1st Round,2006-06-27,4.36,39.6,52.3,Wimbledon,2006,157.0
14319,Nicolas Almagro,R,ESP,1985-08-21,47.0,False,0.0,111.0,82.0,29.0,11.0,8.0,17.0,12.0,70.0,6.0,0.5645161290322581,1st Round,2006-06-27,4.36,39.6,52.3,Wimbledon,2006,157.0
14320,Mario Ancic,R,CRO,1984-03-30,10.0,True,3.0,152.0,97.0,55.0,14.0,5.0,23.0,32.0,87.0,6.0,0.6304347826086957,3rd Round,2006-01-07,4.98,42.2,49.8,Wimbledon,2006,199.0
14321,Stan Wawrinka,R,SUI,1985-03-28,67.0,False,1.0,131.0,90.0,41.0,2.0,11.0,14.0,27.0,81.0,7.0,0.5586206896551724,3rd Round,2006-01-07,4.98,42.2,49.8,Wimbledon,2006,199.0
14322,Mario Ancic,R,CRO,1984-03-30,10.0,True,3.0,138.0,101.0,37.0,31.0,1.0,16.0,21.0,81.0,6.0,0.5869565217391305,4th Round,2006-03-07,4.0,45.3,40.8,Wimbledon,2006,204.0
14323,Novak Djokovic,R,SRB,1987-05-22,39.0,False,2.0,132.0,95.0,37.0,11.0,5.0,12.0,25.0,86.0,5.0,0.6515151515151515,4th Round,2006-03-07,4.0,45.3,40.8,Wimbledon,2006,204.0
14324,Mario Ancic,R,CRO,1984-03-30,17.0,True,3.0,84.0,52.0,32.0,10.0,0.0,13.0,19.0,43.0,5.0,0.6825396825396826,3rd Round,2005-06-24,3.24,36.0,27.0,Wimbledon,2005,81.0
14325,Gael Monfils,R,FRA,1986-09-01,83.0,False,0.0,51.0,40.0,11.0,3.0,4.0,3.0,8.0,38.0,3.0,0.5277777777777778,3rd Round,2005-06-24,3.24,36.0,27.0,Wimbledon,2005,81.0
14326,Mario Ancic,R,CRO,1984-03-30,36.0,False,0.0,98.0,55.0,43.0,6.0,5.0,21.0,22.0,51.0,3.0,0.53125,3rd Round,2009-01-24,5.13,43.2,51.3,Australian Open,2009,154.0
14327,Gilles Simon,R,FRA,1984-12-27,8.0,True,3.0,116.0,75.0,41.0,0.0,10.0,17.0,24.0,71.0,1.0,0.6016949152542372,3rd Round,2009-01-24,5.13,43.2,51.3,Australian Open,2009,154.0
14328,Mario Ancic,R,CRO,1984-03-30,24.0,False,1.0,132.0,84.0,48.0,8.0,8.0,21.0,27.0,88.0,3.0,0.6616541353383458,2nd Round,2005-02-09,4.93,45.8,51.8,US Open,2005,207.0
14329,Novak Djokovic,R,SRB,1987-05-22,97.0,True,3.0,139.0,90.0,49.0,6.0,3.0,24.0,25.0,85.0,4.0,0.6159420289855072,2nd Round,2005-02-09,4.93,45.8,51.8,US Open,2005,207.0
14330,Mario Ancic,R,CRO,1984-03-30,68.0,False,1.0,123.0,78.0,45.0,15.0,11.0,33.0,12.0,73.0,6.0,0.5447761194029851,1st Round,2003-06-23,4.72,41.7,46.0,Wimbledon,2003,184.0
14331,Rafael Nadal,L,ESP,1986-06-03,76.0,True,3.0,142.0,86.0,56.0,2.0,11.0,15.0,41.0,98.0,0.0,0.7480916030534351,1st Round,2003-06-23,4.72,41.7,46.0,Wimbledon,2003,184.0
14332,Rui Machado,R,POR,1984-04-10,90.0,False,1.0,99.0,63.0,36.0,9.0,4.0,21.0,15.0,76.0,5.0,0.608,1st Round,2011-01-18,3.92,39.7,37.3,Australian Open,2011,149.0
14333,Santiago Giraldo,R,COL,1987-11-27,59.0,True,3.0,126.0,64.0,62.0,7.0,4.0,33.0,29.0,61.0,2.0,0.61,1st Round,2011-01-18,3.92,39.7,37.3,Australian Open,2011,149.0
14334,Rui Machado,R,POR,1984-04-10,80.0,False,2.0,193.0,127.0,66.0,3.0,10.0,38.0,28.0,146.0,6.0,0.6952380952380952,1st Round,2012-05-28,4.75,42.6,58.0,French Open,2012,290.0
14335,Kevin Anderson,R,RSA,1986-05-18,34.0,True,3.0,215.0,132.0,83.0,26.0,11.0,56.0,27.0,133.0,7.0,0.6717171717171717,1st Round,2012-05-28,4.75,42.6,58.0,French Open,2012,290.0
14336,Rui Machado,R,POR,1984-04-10,79.0,False,0.0,58.0,41.0,17.0,1.0,3.0,8.0,9.0,41.0,3.0,0.5125,1st Round,2011-08-31,3.54,37.3,30.7,US Open,2011,92.0
14337,Robin Haase,R,NED,1987-04-06,41.0,True,3.0,90.0,51.0,39.0,7.0,0.0,17.0,22.0,44.0,2.0,0.6470588235294118,1st Round,2011-08-31,3.54,37.3,30.7,US Open,2011,92.0
14338,Rui Machado,R,POR,1984-04-10,96.0,False,0.0,78.0,57.0,21.0,6.0,4.0,6.0,15.0,55.0,11.0,0.5288461538461539,1st Round,2012-06-26,4.07,36.6,38.0,Wimbledon,2012,114.0
